1.204081e+01 1.000000e+00 8.070232e-01 6.700000e-01
2.110000e-02 7.318743e+01 -9.434000e+01 1.000000e+20
2.340000e-02 6.949013e+01 2.366700e+02 1.000000e+20
2.580000e-02 6.597117e+01 1.715700e+02 1.000000e+20
2.850000e-02 6.238395e+01 -8.424000e+01 1.000000e+20
3.150000e-02 5.880160e+01 5.260200e+02 2.714100e+02
3.490000e-02 5.519875e+01 -3.116000e+01 1.669100e+02
3.850000e-02 5.184635e+01 -1.637100e+02 1.617800e+02
4.260000e-02 4.850872e+01 2.800200e+02 1.577500e+02
4.710000e-02 4.534832e+01 -2.793400e+02 1.418800e+02
5.200000e-02 4.239141e+01 1.555100e+02 1.304200e+02
5.750000e-02 3.956918e+01 -2.760000e+01 1.045900e+02
6.350000e-02 3.696965e+01 -1.297000e+01 9.832000e+01
7.020000e-02 3.453756e+01 -1.437500e+02 1.012000e+02
7.759999e-02 3.230729e+01 -2.076000e+01 8.185000e+01
8.570000e-02 3.028843e+01 9.702000e+01 6.953000e+01
9.480000e-02 2.842961e+01 -4.432000e+01 7.286000e+01
1.047000e-01 2.670259e+01 7.606000e+01 6.213000e+01
1.157000e-01 2.458149e+01 5.531000e+01 5.001000e+01
1.279000e-01 2.260442e+01 5.835000e+01 5.121000e+01
1.414000e-01 2.101058e+01 5.748000e+01 4.548000e+01
1.562000e-01 1.973629e+01 1.287000e+01 3.673000e+01
1.726000e-01 1.870500e+01 -1.525000e+01 3.293000e+01
1.908000e-01 1.786658e+01 7.321000e+01 3.670000e+01
2.109000e-01 1.718600e+01 7.660000e+00 2.864000e+01
2.330000e-01 1.662650e+01 4.710000e+00 3.061000e+01
2.576000e-01 1.615368e+01 2.044000e+01 1.958000e+01
2.846000e-01 1.574993e+01 1.237000e+01 1.982000e+01
3.146000e-01 1.538863e+01 2.523000e+01 2.431000e+01
3.477000e-01 1.505429e+01 1.530000e+01 2.157000e+01
3.842000e-01 1.473002e+01 4.381000e+01 1.616000e+01
4.246000e-01 1.440020e+01 2.955000e+01 1.716000e+01
4.693000e-01 1.405453e+01 3.599000e+01 1.420000e+01
5.187000e-01 1.368680e+01 -5.780000e+00 1.043000e+01
5.732000e-01 1.329342e+01 1.155000e+01 1.240000e+01
6.335000e-01 1.287029e+01 1.742000e+01 1.116000e+01
7.001000e-01 1.241702e+01 1.240000e+01 1.185000e+01
7.738000e-01 1.193197e+01 9.150000e+00 8.540000e+00
8.551000e-01 1.141736e+01 2.746000e+01 9.810000e+00
9.450999e-01 1.087304e+01 2.170000e+00 8.230000e+00
1.044500e+00 1.030218e+01 2.035000e+01 8.060000e+00
1.154300e+00 9.704769e+00 1.148000e+01 6.470000e+00
1.275700e+00 9.081950e+00 1.906000e+01 5.980000e+00
1.409900e+00 8.442451e+00 1.196000e+01 5.690000e+00
1.558100e+00 7.791775e+00 2.810000e+00 5.190000e+00
1.722000e+00 7.135474e+00 -2.140000e+00 4.540000e+00
1.903100e+00 6.481915e+00 -8.300000e-01 4.360000e+00
