1.049022e+01 1.000000e+00 9.761953e-02 7.300000e-01
2.110000e-02 6.383202e+01 1.329500e+02 1.000000e+20
2.340000e-02 6.020928e+01 3.623000e+01 1.000000e+20
2.580000e-02 5.674395e+01 1.040700e+02 1.000000e+20
2.850000e-02 5.319632e+01 1.185600e+02 1.000000e+20
3.150000e-02 4.964384e+01 -2.211000e+01 6.716000e+01
3.490000e-02 4.605499e+01 2.923000e+01 5.526000e+01
3.850000e-02 4.269358e+01 3.898000e+01 5.185000e+01
4.260000e-02 3.933055e+01 -1.141000e+01 4.774000e+01
4.710000e-02 3.611883e+01 3.951000e+01 4.676000e+01
5.200000e-02 3.309376e+01 7.628000e+01 4.269000e+01
5.750000e-02 3.017866e+01 4.237000e+01 3.748000e+01
6.350000e-02 2.746784e+01 4.532000e+01 2.990000e+01
7.020000e-02 2.490400e+01 4.834000e+01 2.852000e+01
7.759999e-02 2.252359e+01 5.737000e+01 2.851000e+01
8.570000e-02 2.034357e+01 6.058000e+01 2.646000e+01
9.480000e-02 1.830953e+01 -1.763000e+01 2.170000e+01
1.047000e-01 1.644314e+01 2.929000e+01 1.889000e+01
1.157000e-01 1.468890e+01 2.570000e+00 1.889000e+01
1.279000e-01 1.311120e+01 -2.570000e+01 1.537000e+01
1.414000e-01 1.170861e+01 -1.955000e+01 1.355000e+01
1.562000e-01 1.047603e+01 2.918000e+01 1.478000e+01
1.726000e-01 9.383662e+00 -1.982000e+01 1.227000e+01
1.908000e-01 8.417317e+00 2.701000e+01 1.090000e+01
2.109000e-01 7.569148e+00 9.310000e+00 1.011000e+01
2.330000e-01 6.828896e+00 1.183000e+01 7.890000e+00
2.576000e-01 6.175898e+00 2.020000e+01 7.460000e+00
2.846000e-01 5.608623e+00 8.590000e+00 7.030000e+00
3.146000e-01 5.109831e+00 -1.480000e+00 6.600000e+00
3.477000e-01 4.674243e+00 8.830000e+00 5.920000e+00
3.842000e-01 4.293287e+00 1.320000e+00 5.090000e+00
4.246000e-01 3.957974e+00 1.048000e+01 4.990000e+00
4.693000e-01 3.661916e+00 7.930000e+00 4.320000e+00
5.187000e-01 3.399631e+00 1.040000e+00 3.680000e+00
5.732000e-01 3.166417e+00 1.540000e+00 3.450000e+00
6.335000e-01 2.957120e+00 7.690000e+00 3.150000e+00
7.001000e-01 2.768558e+00 1.280000e+00 3.040000e+00
7.738000e-01 2.597306e+00 -1.600000e-01 2.720000e+00
8.551000e-01 2.441454e+00 3.390000e+00 2.340000e+00
9.450999e-01 2.299741e+00 1.170000e+00 2.090000e+00
1.044500e+00 2.171680e+00 2.000000e-02 1.840000e+00
1.154300e+00 2.029937e+00 3.270000e+00 1.720000e+00
1.275700e+00 1.893843e+00 3.360000e+00 1.660000e+00
1.409900e+00 1.766871e+00 2.600000e+00 1.390000e+00
1.558100e+00 1.647162e+00 1.710000e+00 1.300000e+00
1.722000e+00 1.533180e+00 1.150000e+00 1.110000e+00
1.903100e+00 1.424193e+00 1.900000e-01 1.140000e+00
